order_id,customer_id,order_purchase_timestamp,customer_city,customer_state,product_category,price,freight_value,warehouse_processing_days,distance_km,traffic_index,weather_severity,seller_id,shipping_limit_date,delivery_days_actual,order_delivered_customer_date,order_estimated_delivery_date,delivery_status,delivery_speed_km_h,purchase_month,purchase_dow,purchase_hour,is_peak_season,is_weekend,freight_ratio,customer_city_encoded,customer_state_encoded,product_category_encoded,delivery_status_encoded
ORD-00010,CUST-7763,2024-11-26,Ahmedabad,GJ,grocery,32284.46,357.87,1,216.2771811841088,5.402942426723664,6.777604943626711,SELLER-685,2024-11-30,4.8,2024-11-30 19:12:00,2024-11-30 01:57:11.742271531,At Risk,1.8774060866676112,11,1,0,1,0,0.011084556329691447,0,1,3,0
ORD-00011,CUST-4395,2024-03-28,Delhi,DL,fashion,15258.44,171.97,0,467.1526627323162,2.2297448800998207,5.460460733581158,SELLER-867,2024-03-31,4.3,2024-04-01 07:12:00,2024-04-02 08:03:29.950300362,On-Time,4.526673088491436,3,3,0,0,0,0.011269745154474868,3,0,2,2
ORD-00012,CUST-1845,2024-04-09,Hyderabad,TG,books,6759.98,315.57,1,911.2428828455688,4.071413845559114,4.009387359963594,SELLER-555,2024-04-11,6.9,2024-04-15 21:36:00,2024-04-16 13:20:56.925389281,On-Time,5.502674413318652,4,1,0,0,0,0.04667518614165402,4,5,0,2
ORD-00013,CUST-2164,2024-12-25,Mumbai,MH,books,42206.45,259.05,2,333.4736518525975,9.879929924466168,4.308173907871257,SELLER-547,2024-12-27,6.5,2024-12-31 12:00:00,2024-12-29 16:01:00.617600323,At Risk,2.137651614439728,12,2,0,1,0,0.00613754206899493,8,3,0,0
ORD-00014,CUST-6904,2024-05-31,Chennai,TN,electronics,18427.99,294.36,1,503.7430614410122,7.835560166424261,0.5743519419494381,SELLER-887,2024-06-02,4.9,2024-06-04 21:36:00,2024-06-05 12:26:57.002542520,On-Time,4.283529434022212,5,4,0,0,0,0.01597266046592895,2,6,1,2
ORD-00015,CUST-6360,2024-05-10,Jaipur,RJ,health_beauty,33193.25,185.38,2,958.9796812972596,5.750863613851153,4.549101448678428,SELLER-939,2024-05-13,9.1,2024-05-19 02:24:00,2024-05-17 19:04:39.222320416,At Risk,4.390932606672434,5,4,0,0,0,0.005584702169803505,5,4,4,0
ORD-00016,CUST-1354,2024-05-29,Mumbai,MH,home_decor,23805.41,122.85,2,737.3609255179607,1.1516391190452555,7.954549106220819,SELLER-940,2024-06-01,7.6,2024-06-05 14:24:00,2024-06-04 16:28:59.919823758,At Risk,4.04254893376075,5,2,0,0,0,0.005160374873825999,8,3,5,0
ORD-00017,CUST-2872,2024-11-04,Jaipur,RJ,electronics,10347.02,65.11,1,750.2629817852751,4.178115829015002,3.8798648009532233,SELLER-170,2024-11-08,6.3,2024-11-10 07:12:00,2024-11-10 18:01:53.608131240,On-Time,4.962056757839122,11,0,0,1,0,0.0062920249477677855,5,4,1,2
ORD-00018,CUST-3024,2024-09-14,Ahmedabad,GJ,books,30283.49,147.27,2,259.8106643690953,2.630515140119373,3.835812525432579,SELLER-689,2024-09-16,5.1,2024-09-19 02:24:00,2024-09-18 07:10:38.207007451,At Risk,2.1226361468063346,9,5,0,0,1,0.004862885259088068,0,1,0,0
ORD-00019,CUST-3817,2024-12-09,Kolkata,WB,electronics,3503.81,84.3,2,420.55113712207685,0.7100107950539025,0.157165830192878,SELLER-895,2024-12-11,4.4,2024-12-13 09:36:00,2024-12-14 02:27:58.091236738,On-Time,3.9824918288075457,12,0,0,1,0,0.024052659059977572,6,8,1,2
ORD-00020,CUST-4832,2024-10-20,Pune,MH,fashion,20960.45,193.2,0,91.51874146575447,5.42204388719315,4.578352625580687,SELLER-229,2024-10-24,2.6,2024-10-22 14:24:00,2024-10-23 10:58:56.096313208,On-Time,1.4666464978486293,10,6,0,1,1,0.009216919631036975,9,3,2,2
ORD-00021,CUST-9257,2024-07-10,Bangalore,KA,health_beauty,27557.44,288.46,0,610.4606083800284,8.89185699840876,0.2533765294796686,SELLER-988,2024-07-12,5.3,2024-07-15 07:12:00,2024-07-16 01:15:18.982820168,On-Time,4.799218619339846,7,2,0,0,0,0.010467210771001552,1,2,4,2
ORD-00022,CUST-3581,2024-10-03,Mumbai,MH,books,22084.33,58.02,2,112.69286289706923,6.755998681741251,5.703494280087611,SELLER-142,2024-10-07,5.7,2024-10-08 16:48:00,2024-10-06 13:31:23.316771529,Delayed,0.8237782375516756,10,3,0,1,0,0.0026270832267391974,8,3,0,1
ORD-00023,CUST-3486,2024-06-09,Chennai,TN,books,37559.27,167.31,3,837.5504863838952,2.496803879805112,5.067833815823141,SELLER-619,2024-06-13,9.7,2024-06-18 16:48:00,2024-06-16 04:30:21.810117844,Delayed,3.5977254569754953,6,6,0,0,1,0.004454440822709741,2,6,0,1
ORD-00024,CUST-9418,2024-11-09,Delhi,DL,home_decor,41482.29,295.06,1,816.4082491497968,5.735846069537891,8.40008498923999,SELLER-112,2024-11-11,8.6,2024-11-17 14:24:00,2024-11-16 01:58:08.363632713,At Risk,3.9554663234001786,11,5,0,1,1,0.007112743468514672,3,0,5,0
ORD-00025,CUST-3443,2024-01-22,Chennai,TN,grocery,38676.53,184.63,2,538.2690501110865,9.43234283346969,5.817806109257212,SELLER-824,2024-01-25,7.3,2024-01-29 07:12:00,2024-01-27 16:35:32.229647986,At Risk,3.0723119298577997,1,0,0,0,0,0.004773572666093207,2,6,3,0
ORD-00026,CUST-9919,2024-09-09,Ahmedabad,GJ,health_beauty,2421.24,301.75,1,149.7543728650594,7.229150529229353,3.2342735532221525,SELLER-722,2024-09-12,3.4,2024-09-12 09:36:00,2024-09-12 17:58:13.889077705,On-Time,1.8352251576600418,9,0,0,0,0,0.12457477376312835,0,1,4,2
ORD-00027,CUST-2036,2024-08-23,Jaipur,RJ,fashion,10109.37,273.25,0,35.323193363216475,6.894738994067639,5.1623100941691415,SELLER-902,2024-08-26,3.0,2024-08-26 00:00:00,2024-08-26 04:14:19.619532911,On-Time,0.49059990782245105,8,4,0,0,0,0.02702670624319387,5,4,2,2
ORD-00028,CUST-9684,2024-12-10,Delhi,DL,sports,27062.07,135.56,1,798.7415808671467,9.681581662275162,6.997063557499188,SELLER-634,2024-12-13,7.8,2024-12-17 19:12:00,2024-12-16 23:50:56.362934604,At Risk,4.2667819490766385,12,1,0,1,0,0.00500903999435393,3,0,6,0
ORD-00029,CUST-8435,2024-02-18,Bangalore,KA,electronics,46773.69,306.83,2,604.1390783812926,7.988733111840248,0.939637954103828,SELLER-401,2024-02-20,7.0,2024-02-25 00:00:00,2024-02-24 00:29:48.081860721,At Risk,3.5960659427457893,2,6,0,0,1,0.006559744169336023,1,2,1,0
ORD-00030,CUST-2548,2024-02-28,Bangalore,KA,home_decor,41830.36,142.7,2,713.8203403804046,1.366235430987521,6.210740884704338,SELLER-865,2024-03-03,8.0,2024-03-07 00:00:00,2024-03-05 13:39:30.387044332,At Risk,3.717814272814607,2,2,0,0,0,0.003411316294760677,1,2,5,0
ORD-00031,CUST-6065,2024-06-18,Mumbai,MH,books,42205.46,68.01,2,310.7690544790039,3.4763508697620136,9.166262819779792,SELLER-626,2024-06-22,7.3,2024-06-25 07:12:00,2024-06-22 13:17:32.231534928,Delayed,1.7737959730536754,6,1,0,0,0,0.001611364705782006,8,3,0,1
ORD-00032,CUST-7496,2024-07-06,Ahmedabad,GJ,sports,15508.81,95.52,2,514.3879104654754,9.65140700737686,2.991302956312444,SELLER-741,2024-07-08,7.3,2024-07-13 07:12:00,2024-07-11 13:43:35.577321087,At Risk,2.936004055168239,7,5,0,0,1,0.006158682794953646,0,1,6,0
ORD-00033,CUST-7183,2024-09-27,Kolkata,WB,fashion,21757.67,323.94,3,749.7024288342539,4.897053941979978,6.266250948764123,SELLER-672,2024-09-30,9.3,2024-10-06 07:12:00,2024-10-03 17:57:51.449256400,Delayed,3.3588818496158326,9,4,0,0,0,0.0148878584950275,6,8,2,1
ORD-00034,CUST-4957,2024-07-08,Ahmedabad,GJ,health_beauty,23799.94,170.17,3,467.9376752306616,1.1163744532118536,8.213294503502436,SELLER-214,2024-07-12,7.1,2024-07-15 02:24:00,2024-07-13 08:09:09.075699645,At Risk,2.7461131175508315,7,0,0,0,0,0.007149717616194991,0,1,4,0
ORD-00035,CUST-4407,2024-06-23,Jaipur,RJ,electronics,8289.89,73.96,3,605.3703805410436,4.586048796723419,5.118063974386241,SELLER-559,2024-06-25,8.8,2024-07-01 19:12:00,2024-06-29 00:38:40.004393729,Delayed,2.866337029076911,6,6,0,0,1,0.008920634576022598,5,4,1,1
ORD-00036,CUST-1639,2024-02-20,Chennai,TN,home_decor,2037.87,247.99,2,791.8309791898827,6.969932340708008,7.179795340203849,SELLER-931,2024-02-22,8.9,2024-02-28 21:36:00,2024-02-26 23:01:10.983010028,At Risk,3.7070738726118098,2,1,0,0,0,0.12163109957966914,2,6,5,0
ORD-00037,CUST-1172,2024-12-29,Bangalore,KA,books,47371.69,157.97,3,223.06843881371503,9.975482216812413,3.110103384892601,SELLER-604,2025-01-01,6.4,2025-01-04 09:36:00,2025-01-02 02:46:05.565567527,Delayed,1.4522684818601237,12,6,0,1,1,0.0033346216987044644,1,2,0,1
ORD-00038,CUST-6666,2024-02-24,Chennai,TN,books,12415.27,302.39,1,75.2696004639075,3.2390531656320185,3.0605845292514475,SELLER-407,2024-02-26,2.9,2024-02-26 21:36:00,2024-02-27 09:01:56.467400404,On-Time,1.0814597767802803,2,5,0,0,1,0.024354335078087055,2,6,0,2
ORD-00039,CUST-5354,2024-08-31,Chennai,TN,sports,12377.47,322.08,2,536.5052757026971,5.140868748792737,6.675840217985607,SELLER-424,2024-09-04,7.0,2024-09-07 00:00:00,2024-09-05 16:22:50.279103566,At Risk,3.1934837839446253,8,5,0,0,1,0.026019370729985208,2,6,6,0
ORD-00040,CUST-4959,2024-11-15,Chennai,TN,sports,4627.26,215.49,0,71.50451301289478,8.796807046497939,7.054088739734839,SELLER-678,2024-11-19,3.3,2024-11-18 07:12:00,2024-11-18 08:34:49.949621572,On-Time,0.902834760263823,11,4,0,1,0,0.046559614196263824,2,6,6,2
ORD-00041,CUST-9708,2024-05-10,Bangalore,KA,electronics,46461.13,124.24,2,768.8917214230858,3.5526721805733352,9.370096995121438,SELLER-860,2024-05-12,7.9,2024-05-17 21:36:00,2024-05-16 20:16:01.223654770,At Risk,4.055336083455093,5,4,0,0,0,0.0026740056902255665,1,2,1,0
ORD-00042,CUST-9714,2024-11-02,Lucknow,UP,health_beauty,29196.99,50.0,1,722.0193331574508,1.0926155659085723,2.248385747179745,SELLER-274,2024-11-06,6.7,2024-11-08 16:48:00,2024-11-08 14:38:32.351924022,At Risk,4.490169982322454,11,5,0,1,1,0.0017124466444436756,7,7,4,0
ORD-00043,CUST-3886,2024-05-14,Hyderabad,TG,fashion,33518.32,77.37,3,882.895544750644,9.48935875001504,4.682175960879691,SELLER-950,2024-05-16,10.6,2024-05-24 14:24:00,2024-05-21 09:56:50.875332276,Delayed,3.470501355151903,5,1,0,0,0,0.0023082210498303665,4,5,2,1
ORD-00044,CUST-3164,2024-01-21,Jaipur,RJ,grocery,45623.06,97.67,2,643.166477053621,4.884408067135001,2.505134731638914,SELLER-613,2024-01-25,7.0,2024-01-28 00:00:00,2024-01-27 05:10:47.918087163,At Risk,3.828371887223934,1,6,0,0,1,0.002140756434214754,5,4,3,0
ORD-00045,CUST-4945,2024-11-24,Lucknow,UP,health_beauty,17608.2,80.58,3,76.52559504485002,5.0278371077197175,0.800921608802454,SELLER-271,2024-11-27,4.8,2024-11-28 19:12:00,2024-11-27 09:10:59.057059379,At Risk,0.6642846792087677,11,6,0,1,1,0.004576017081979874,7,7,4,0
ORD-00046,CUST-6235,2024-06-15,Jaipur,RJ,health_beauty,31264.61,118.9,2,260.6206042347212,6.212001446041821,4.032305279474877,SELLER-601,2024-06-19,5.5,2024-06-20 12:00:00,2024-06-19 07:16:28.101029399,At Risk,1.9743985169297062,6,5,0,0,1,0.003802900375204578,5,4,4,0
ORD-00047,CUST-8746,2024-09-30,Delhi,DL,health_beauty,2420.57,112.32,1,809.8525261170921,0.035366237032246,3.740807472882033,SELLER-433,2024-10-03,6.7,2024-10-06 16:48:00,2024-10-07 01:10:56.291282587,On-Time,5.036396306698333,9,0,0,0,0,0.046383131604702726,3,0,4,2
ORD-00048,CUST-3590,2024-03-29,Ahmedabad,GJ,grocery,9745.24,242.07,2,175.46109314045188,9.311311755688491,2.70434119982188,SELLER-383,2024-04-01,5.1,2024-04-03 02:24:00,2024-04-01 21:03:19.192236678,At Risk,1.4335056629121887,3,4,0,0,0,0.024837270578192204,0,1,3,0
ORD-00049,CUST-8754,2024-11-11,Ahmedabad,GJ,electronics,41646.67,204.68,3,701.4956631367385,3.614510847745417,2.9699489113941646,SELLER-574,2024-11-13,8.8,2024-11-19 19:12:00,2024-11-17 12:10:46.126475071,Delayed,3.321475677730769,11,0,0,1,0,0.0049145606464899485,0,1,1,1
ORD-00050,CUST-5934,2024-01-14,Pune,MH,grocery,38455.03,260.65,3,782.4567376112732,3.969318623843487,3.604118063512781,SELLER-153,2024-01-17,8.1,2024-01-22 02:24:00,2024-01-20 21:53:41.310648072,At Risk,4.024983218164986,1,6,0,0,1,0.0067778707266454696,9,3,3,0
ORD-00051,CUST-5076,2024-08-29,Ahmedabad,GJ,electronics,17856.81,151.59,1,336.8106798766887,1.7410924753323498,9.888376327800936,SELLER-557,2024-09-02,5.0,2024-09-03 00:00:00,2024-09-02 16:25:02.213706725,At Risk,2.8067556656390726,8,3,0,0,0,0.008488722861313901,0,1,1,0
ORD-00052,CUST-6185,2024-09-21,Bangalore,KA,grocery,19152.13,102.89,2,329.0744986688794,3.7815161329246094,7.8295776596728,SELLER-678,2024-09-25,6.6,2024-09-27 14:24:00,2024-09-25 15:29:20.183424956,At Risk,2.0774905218994917,9,5,0,0,1,0.005371967923780604,1,2,3,0
ORD-00053,CUST-2093,2024-12-11,Kolkata,WB,fashion,26910.94,292.11,0,562.2246543970555,8.03943530776052,0.7140120108690695,SELLER-519,2024-12-14,4.9,2024-12-15 21:36:00,2024-12-16 19:28:01.050699529,On-Time,4.780821891131424,12,2,0,1,0,0.010854289954570351,6,8,2,2
ORD-00054,CUST-4880,2024-02-22,Mumbai,MH,health_beauty,511.93,221.86,2,862.6734694272161,7.999916725555348,8.724131764867018,SELLER-713,2024-02-24,9.1,2024-03-02 02:24:00,2024-02-29 07:31:14.938792559,At Risk,3.949970098109964,2,3,0,0,0,0.4325346538514027,8,3,4,0
ORD-00055,CUST-7559,2024-12-05,Pune,MH,electronics,12441.59,321.46,1,231.66713989434567,9.357968408954529,6.333033263986714,SELLER-731,2024-12-08,5.2,2024-12-10 04:48:00,2024-12-09 03:48:00.204434354,At Risk,1.856307210691872,12,3,0,1,0,0.0258354570873106,9,3,1,0
ORD-00056,CUST-3785,2024-04-01,Mumbai,MH,grocery,10807.47,154.22,0,941.8456140819786,4.032294726807958,8.905937601219092,SELLER-802,2024-04-05,7.1,2024-04-08 02:24:00,2024-04-08 17:01:17.305283415,On-Time,5.527262993438843,4,0,0,0,0,0.014268439473857078,8,3,3,2
ORD-00057,CUST-7065,2024-09-20,Jaipur,RJ,fashion,12898.91,285.52,1,603.1274979719071,7.087215037485843,3.417096871302282,SELLER-508,2024-09-24,6.1,2024-09-26 02:24:00,2024-09-26 00:22:31.079123860,At Risk,4.119723346802645,9,4,0,0,0,0.02213348775301533,5,4,2,0
ORD-00058,CUST-7539,2024-02-04,Mumbai,MH,grocery,40392.34,225.05,2,992.2052066387536,5.072375552075571,4.645188648117188,SELLER-403,2024-02-07,9.7,2024-02-13 16:48:00,2024-02-11 23:03:52.649267944,At Risk,4.262049856695677,2,6,0,0,1,0.005571463018408481,8,3,3,0
ORD-00059,CUST-2574,2024-07-24,Mumbai,MH,books,14343.86,84.77,0,98.7175867553694,8.04022789519131,8.962270573081083,SELLER-658,2024-07-27,4.1,2024-07-28 02:24:00,2024-07-27 11:50:45.997478315,At Risk,1.0032275076765182,7,2,0,0,0,0.005909433762337171,8,3,0,0
ORD-00060,CUST-6676,2024-03-21,Pune,MH,fashion,9980.31,200.6,1,135.2965151416915,7.1254200913299695,2.725731359136815,SELLER-321,2024-03-24,3.9,2024-03-24 21:36:00,2024-03-24 16:14:08.094541214,At Risk,1.4454755891206357,3,3,0,0,0,0.020097562344020974,9,3,2,0
ORD-00061,CUST-9060,2024-02-19,Delhi,DL,health_beauty,25461.04,335.54,3,828.375385676348,3.679029252862757,9.155008762454154,SELLER-632,2024-02-23,9.4,2024-02-28 09:36:00,2024-02-26 03:24:18.166612178,Delayed,3.6718767095582794,2,0,0,0,0,0.013178048577411708,3,0,4,1
ORD-00062,CUST-4990,2024-12-25,Chennai,TN,home_decor,43349.43,232.17,0,866.1083366478108,3.366738342536925,8.284997121442693,SELLER-257,2024-12-29,6.7,2024-12-31 16:48:00,2025-01-01 07:55:58.801431858,On-Time,5.38624587467544,12,2,0,1,0,0.005355656218404292,2,6,5,2
ORD-00063,CUST-6210,2024-01-02,Ahmedabad,GJ,health_beauty,12446.81,104.85,0,451.0041014872246,2.524424630279676,9.805579409092934,SELLER-447,2024-01-06,5.0,2024-01-07 00:00:00,2024-01-07 06:07:13.771842479,On-Time,3.7583675123935385,1,1,0,0,0,0.008423168412756943,0,1,4,2
ORD-00064,CUST-5845,2024-02-23,Ahmedabad,GJ,home_decor,4387.54,278.4,1,716.9304643809116,5.765157904886378,3.242575870163631,SELLER-258,2024-02-25,7.4,2024-03-01 09:36:00,2024-02-29 14:01:53.960612557,At Risk,4.0367706327754025,2,4,0,0,0,0.06343795430826653,0,1,5,0
ORD-00065,CUST-2189,2024-04-15,Bangalore,KA,fashion,18142.03,306.34,3,868.8817145710831,9.638428515938596,2.357531800047834,SELLER-988,2024-04-19,8.8,2024-04-23 19:12:00,2024-04-22 08:15:56.900694706,At Risk,4.114023269749446,4,0,0,0,0,0.016884721019587136,1,2,2,0
ORD-00066,CUST-3689,2024-09-16,Pune,MH,books,37508.77,294.18,0,52.6965103366404,2.00066737617566,3.3086689704572816,SELLER-983,2024-09-20,1.5,2024-09-17 12:00:00,2024-09-19 06:19:24.892465428,On-Time,1.4637919537955666,9,0,0,0,0,0.007842756700454308,9,3,0,2
ORD-00067,CUST-5095,2024-11-05,Bangalore,KA,books,27759.18,78.86,1,578.210918763326,0.952524549043252,9.546497959887352,SELLER-334,2024-11-07,7.0,2024-11-12 00:00:00,2024-11-10 21:23:07.116905754,At Risk,3.4417316593055123,11,1,0,1,0,0.0028407596780712515,1,2,0,0
ORD-00068,CUST-2875,2024-07-09,Kolkata,WB,electronics,40931.27,197.32,0,854.9458598612247,1.1940064207631362,3.330732960529416,SELLER-761,2024-07-11,6.6,2024-07-15 14:24:00,2024-07-16 06:35:36.611460047,On-Time,5.397385478921874,7,1,0,0,0,0.004820646399527805,6,8,1,2
ORD-00069,CUST-8768,2024-08-05,Kolkata,WB,books,47999.81,161.8,0,404.1733951389272,7.8309867625014995,5.6521181995723815,SELLER-504,2024-08-07,4.6,2024-08-09 14:24:00,2024-08-10 00:30:02.906700013,On-Time,3.6609908979975296,8,0,0,0,0,0.003370776451480715,6,8,0,2
ORD-00070,CUST-4406,2024-02-13,Bangalore,KA,sports,39736.79,388.7,0,309.3597700513026,3.501048042845637,4.036792825865142,SELLER-356,2024-02-15,4.3,2024-02-17 07:12:00,2024-02-17 13:07:23.420662161,On-Time,2.997672190419599,2,1,0,0,0,0.00978162097086929,1,2,6,2
ORD-00071,CUST-4932,2024-06-10,Pune,MH,fashion,30388.25,249.34,3,797.7496182438891,2.243668276923797,3.9622014448178087,SELLER-776,2024-06-12,8.4,2024-06-18 09:36:00,2024-06-16 23:43:47.835081356,At Risk,3.9570913603367512,6,0,0,0,0,0.00820487507918096,9,3,2,0
ORD-00072,CUST-9240,2024-07-20,Bangalore,KA,electronics,24920.41,311.34,2,342.4287176678078,3.5284411837350005,1.933786098790552,SELLER-688,2024-07-22,4.6,2024-07-24 14:24:00,2024-07-24 17:05:29.206032489,On-Time,3.101709399164926,7,5,0,0,1,0.012492872594287401,1,2,1,2
ORD-00073,CUST-6408,2024-09-26,Ahmedabad,GJ,books,2483.42,130.39,2,13.142555202658178,6.453308128295218,5.3707954079759,SELLER-696,2024-09-29,4.9,2024-09-30 21:36:00,2024-09-29 01:34:37.583847549,At Risk,0.11175642179131103,9,3,0,0,0,0.0524830745204112,0,1,0,0
ORD-00074,CUST-4861,2024-12-16,Lucknow,UP,fashion,49223.94,265.21,3,959.9768617527752,5.4678712482828375,8.494042549672068,SELLER-657,2024-12-19,11.3,2024-12-27 07:12:00,2024-12-23 19:11:50.004277200,Delayed,3.5397376908288165,12,0,0,1,0,0.005387716064255233,7,7,2,1
ORD-00075,CUST-8406,2024-10-30,Hyderabad,TG,health_beauty,19482.32,161.76,3,596.2020039875083,7.43589406521226,0.494850135538708,SELLER-146,2024-11-02,8.4,2024-11-07 09:36:00,2024-11-04 23:32:39.265722600,Delayed,2.957351210255497,10,2,0,1,0,0.008302486434550168,4,5,4,1
ORD-00076,CUST-3833,2024-09-27,Mumbai,MH,books,8035.3,50.0,1,821.3227395229704,3.390741484817763,8.892265936634216,SELLER-312,2024-09-30,7.3,2024-10-04 07:12:00,2024-10-04 02:33:31.423473927,At Risk,4.68791517992563,9,4,0,0,0,0.006221768724412976,8,3,0,0
ORD-00077,CUST-6285,2024-08-02,Hyderabad,TG,grocery,33502.09,162.3,0,827.0485467192874,4.520285734646854,6.654729651372994,SELLER-578,2024-08-06,6.7,2024-08-08 16:48:00,2024-08-09 03:14:44.972182728,On-Time,5.143336733328901,8,4,0,0,0,0.00484432928425408,4,5,3,2
ORD-00078,CUST-8645,2024-09-08,Pune,MH,home_decor,14572.27,193.37,3,75.74631616900548,1.019683689629235,6.167380805749029,SELLER-586,2024-09-10,5.8,2024-09-13 19:12:00,2024-09-11 09:05:22.408585008,Delayed,0.5441545701796371,9,6,0,0,1,0.013268813382308843,9,3,5,1
ORD-00079,CUST-5777,2024-07-08,Hyderabad,TG,fashion,29496.02,182.74,1,179.15159739260014,0.7305864603278145,6.259002329239922,SELLER-670,2024-07-12,4.1,2024-07-12 02:24:00,2024-07-11 21:29:53.490073603,At Risk,1.8206463149654488,7,0,0,0,0,0.006195202091601118,4,5,2,0
ORD-00080,CUST-3735,2024-10-22,Kolkata,WB,electronics,29545.01,243.98,2,318.0094739520509,4.622552428441004,2.962698359544694,SELLER-665,2024-10-24,6.2,2024-10-28 04:48:00,2024-10-26 14:09:40.092747289,At Risk,2.1371604432261484,10,1,0,1,0,0.008257629371952423,6,8,1,0
ORD-00081,CUST-9273,2024-07-31,Jaipur,RJ,health_beauty,22563.63,194.67,2,327.4922921909096,3.015966074459236,4.151445038682877,SELLER-441,2024-08-02,5.4,2024-08-05 09:36:00,2024-08-04 15:17:56.670226468,At Risk,2.5269466990039318,7,2,0,0,0,0.00862721879330616,5,4,4,0
ORD-00082,CUST-9278,2024-07-26,Mumbai,MH,sports,41887.87,200.08,2,662.1982565041037,6.128005721361308,7.992900059042146,SELLER-623,2024-07-30,8.1,2024-08-03 02:24:00,2024-08-01 07:27:49.646809771,At Risk,3.406369632222756,7,4,0,0,0,0.004776447777178043,8,3,6,0
ORD-00083,CUST-7368,2024-08-24,Chennai,TN,health_beauty,13615.87,203.12,2,626.9015915451579,0.4300216544457191,3.063810369362896,SELLER-803,2024-08-27,6.8,2024-08-30 19:12:00,2024-08-30 03:13:41.487547509,At Risk,3.8413087717227814,8,5,0,0,1,0.014916790716221862,2,6,4,0
ORD-00084,CUST-1821,2024-12-03,Pune,MH,books,22707.31,267.62,1,499.6438802297156,1.2176637759956543,4.700202095726968,SELLER-602,2024-12-07,5.7,2024-12-08 16:48:00,2024-12-08 11:57:26.156259239,At Risk,3.6523675455388562,12,1,0,1,0,0.011785113026905127,9,3,0,0
